"Dataset S27. Molecular rates, environmental predictors, and life-history traits of species based on mitochondrial genes used in this study.",,,,,,,,,,,,,,,,,,,,,,,,
GenBank,ThermoMode,Group,Class,Order,Family,Species,Clade,dN (substitution/site/year),dS (substitution/site/year),dNdS,Clade.Age (Ma),Tip.Age (Ma),Mid Latitude (°),Mean Annual Temperature (℃),Habitat,BodyMass (g),Longevity (year),MaturityAge (year),Fecundity (Individual/year),Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
KU356677.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Pygoscelis_papua,Birds_Node1888,3.04E-10,8.16E-09,0.04,21.00,7.73,58.81,2.48,Terrestrial&Marine,5932.9,38.0,3.9,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KU356673.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Pygoscelis_antarcticus,Birds_Node1888,2.70E-10,7.43E-09,0.04,21.00,7.73,60.18,4.03,Terrestrial&Marine,4146.1,26.9,4.0,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
AF362763.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptula_minor,Birds_Node1888,3.04E-10,1.05E-08,0.03,21.00,11.50,38.82,15.96,Terrestrial&Marine,1107.8,24.4,2.7,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760994.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Spheniscus_mendiculus,Birds_Node1888,2.18E-10,5.14E-09,0.04,21.00,2.61,0.90,22.96,Terrestrial&Marine,1921.9,20.6,4.5,4.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KU361804.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Spheniscus_magellanicus,Birds_Node1888,4.32E-10,9.50E-09,0.05,21.00,1.12,45.49,9.96,Terrestrial&Marine,4105.1,30.0,5.0,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KC914350.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Spheniscus_demersus,Birds_Node1888,2.24E-10,9.92E-09,0.02,21.00,1.12,28.35,18.45,Terrestrial&Marine,3130.1,27.3,4.0,2.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK761003.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Megadyptes_antipodes,Birds_Node1888,5.01E-10,8.14E-09,0.06,21.00,8.89,46.40,11.52,Terrestrial&Marine,5326.2,26.6,3.0,2.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760991.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptes_chrysocome,Birds_Node1888,2.27E-10,6.11E-09,0.04,21.00,2.85,50.85,5.81,Marine,2327.8,24.0,4.6,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760992.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptes_moseleyi,Birds_Node1888,2.63E-10,6.64E-09,0.04,21.00,2.85,41.09,12.14,Marine,2327.8,14.1,4.6,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760988.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptes_schlegeli,Birds_Node1888,2.76E-10,9.32E-09,0.03,21.00,3.86,54.92,5.16,Terrestrial&Marine,4242.6,21.0,7.0,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760984.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptes_sclateri,Birds_Node1888,2.38E-10,9.04E-09,0.03,21.00,2.76,51.67,7.24,Terrestrial&Marine,5889.0,18.1,5.5,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK760983.1,Endotherms,Birds,Aves,Sphenisciformes,Spheniscidae,Eudyptes_pachyrhynchus,Birds_Node1888,3.28E-10,8.18E-09,0.04,21.00,2.76,48.33,9.04,Terrestrial&Marine,3904.9,18.0,5.0,2.0,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
AY158677.2,Endotherms,Birds,Aves,Procellariiformes,Diomedeidae,Thalassarche_melanophris,Birds_Node1902,3.61E-10,6.29E-09,0.06,32.02,2.37,46.39,20.79,Terrestrial&Marine,3202.9,53.0,10.0,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356342.1,Endotherms,Birds,Aves,Procellariiformes,Diomedeidae,Thalassarche_chlororhynchos,Birds_Node1902,2.04E-10,5.91E-09,0.03,32.02,2.37,34.55,16.56,Terrestrial&Marine,2128.8,37.0,9.0,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KJ735514.1,Endotherms,Birds,Aves,Procellariiformes,Diomedeidae,Phoebastria_albatrus,Birds_Node1902,2.08E-10,6.43E-09,0.03,32.02,2.76,35.01,19.37,Terrestrial&Marine,4411.0,37.6,7.6,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KJ735512.1,Endotherms,Birds,Aves,Procellariiformes,Diomedeidae,Phoebastria_nigripes,Birds_Node1902,2.43E-10,7.99E-09,0.03,32.02,1.39,29.24,22.87,Terrestrial&Marine,3188.4,53.9,7.5,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KJ735513.1,Endotherms,Birds,Aves,Procellariiformes,Diomedeidae,Phoebastria_immutabilis,Birds_Node1902,4.12E-10,6.95E-09,0.06,32.02,1.39,35.61,19.03,Terrestrial&Marine,3145.9,66.0,8.5,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356163.1,Endotherms,Birds,Aves,Procellariiformes,Oceanitidae,Oceanites_oceanicus,Birds_Node1902,2.58E-10,9.96E-09,0.03,32.02,13.92,36.09,24.07,Terrestrial&Marine,30.4,21.0,4.5,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356296.1,Endotherms,Birds,Aves,Procellariiformes,Oceanitidae,Fregetta_grallaria,Birds_Node1902,2.74E-10,1.01E-08,0.03,32.02,12.15,26.89,20.53,Terrestrial&Marine,50.6,12.5,1.8,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KC875856.1,Endotherms,Birds,Aves,Procellariiformes,Oceanitidae,Pelagodroma_marina,Birds_Node1902,3.05E-10,1.10E-08,0.03,32.02,12.15,23.98,19.36,Terrestrial&Marine,47.2,19.8,1.8,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356198.1,Endotherms,Birds,Aves,Procellariiformes,Hydrobatidae,Oceanodroma_tethys,Birds_Node1902,2.75E-10,1.31E-08,0.02,32.02,11.66,12.81,24.27,Terrestrial&Marine,22.6,16.3,3.6,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH433599.1,Endotherms,Birds,Aves,Procellariiformes,Hydrobatidae,Oceanodroma_castro,Birds_Node1902,4.38E-10,1.51E-08,0.03,32.02,11.66,17.68,25.29,Terrestrial&Marine,46.1,36.0,5.0,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356423.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Calonectris_borealis,Birds_Node1902,1.73E-10,9.44E-09,0.02,32.02,17.76,28.83,20.34,Terrestrial&Marine,535.0,28.8,8.4,2.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
AY158678.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Aphrodroma_brevirostris,Birds_Node1902,3.41E-10,1.09E-08,0.03,32.02,15.66,51.31,13.51,Terrestrial&Marine,357.0,20.0,2.6,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356319.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Pelecanoides_urinatrix,Birds_Node1902,4.91E-10,1.71E-08,0.03,32.02,15.66,46.23,11.84,Terrestrial&Marine,152.1,22.0,2.5,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MT726204.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Pagodroma_nivea,Birds_Node1902,2.31E-10,1.04E-08,0.02,32.02,7.10,62.27,4.12,Terrestrial&Marine,268.0,46.0,5.0,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH924023.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Daption_capense,Birds_Node1902,3.19E-10,9.81E-09,0.03,32.02,5.26,49.04,22.95,Terrestrial&Marine,429.6,28.5,5.0,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356131.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Fulmarus_glacialis,Birds_Node1902,2.22E-10,1.06E-08,0.02,32.02,4.32,62.91,5.65,Terrestrial&Marine,611.9,51.0,8.5,1.0,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK761004.1,Endotherms,Birds,Aves,Procellariiformes,Procellariidae,Macronectes_giganteus,Birds_Node1902,4.39E-10,1.11E-08,0.04,32.02,4.32,52.18,18.18,Terrestrial&Marine,3591.7,50.0,7.0,1.0,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KY767670.1,Endotherms,Birds,Aves,Ciconiiformes,Ciconiidae,Ciconia_nigra,Birds_Node1884,2.13E-10,8.15E-09,0.03,16.20,16.20,36.71,11.22,Terrestrial,2926.0,31.0,3.1,3.5,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
